ID;#stm_sap_meldnr;stm_mon_nr;stm_vl_post;stm_sap_meld_ddt;stm_sap_mon_meld_ddt;stm_sap_meldtekst_lang;stm_mon_begin_ddt;stm_sap_meldtekst;stm_mon_toelichting_trdl;stm_oh_pg_mld;stm_geo_mld;stm_geo_mld_uit_functiepl;stm_equipm_nr_mld;stm_equipm_soort_mld;stm_equipm_omschr_mld;stm_km_van_mld;stm_km_tot_mld;stm_prioriteit;stm_scenario_mon;stm_status_melding_sap;stm_mon_nr_status_omschr;stm_mon_nr__statuscode;stm_mon_nr_status_wijzdd;stm_aanngeb_ddt;stm_aanntpl_ddt;stm_oh_pg_gst;stm_geo_gst;stm_geo_gst_uit_functiepl;stm_equipm_nr_gst;stm_equipm_soort_gst;stm_equipm_omschr_gst;stm_objectdl_code_gst;stm_objectdl_groep_gst;stm_km_van_gst;stm_km_tot_gst;stm_progfh_in_ddt;stm_progfh_in_invoer_ddt;stm_progfh_gw_ddt;stm_progfh_gw_lwd_ddt;stm_progfh_hz;stm_oorz_groep;stm_oorz_code;stm_oorz_tkst;stm_veroorz_groep;stm_veroorz_code;stm_veroorz_tekst_kort;stm_effect;stm_afspr_aanvangddt;stm_fh_status;stm_mon_vhdsincident;stm_tao_indicator;stm_tao_indicator_vorige;stm_tao_soort_mutatie;stm_tao_telling_mutatie;stm_tao_beinvloedbaar_indicator;stm_evb;stm_dir_betrok_tr;stm_aangelegd_dd;stm_aangelegd_tijd;stm_sap_melddatum;stm_sap_meldtijd;stm_mon_begindatum;stm_mon_begintijd;stm_contractgeb_mld;stm_functiepl_mld;stm_techn_mld;stm_contractgeb_gst;stm_functiepl_gst;stm_techn_gst;stm_aanngeb_dd;stm_aanngeb_tijd;stm_aanntpl_dd;stm_aanntpl_tijd;stm_arbeid;stm_progfh_gw_lwd_datum;stm_progfh_gw_lwd_tijd;stm_progfh_gw_duur;stm_progfh_gw_teller;stm_afspr_aanvangdd;stm_afspr_aanvangtijd;stm_controle_dd;stm_akkoord_mon_toewijz;stm_status_sapnaarmon;stm_fact_jn;stm_akkoord_melding_jn;stm_afsluit_ddt;stm_afsluit_dd;stm_afsluit_tijd;stm_rec_toegev_ddt;stm_hinderwaarde;stm_actie;stm_standplaats;stm_status_gebr;stm_wbi_nummer;stm_projnr;stm_oorz_tekst_kort;stm_historie_toelichting;stm_schade_verhaalb_jn;stm_schadenr;stm_schade_status_ga;stm_schade_statusdatum;stm_relatiervo_vorig;stm_relatiervo_volgend;stm_relatiervo;stm_pplg_van;stm_pplg_naar;stm_dstrglp_van;stm_dstrglp_naar;stm_afspr_func_hersteldd;stm_afspr_func_hersteltijd;stm_sorteerveld;stm_rapportage_maand;stm_rapportage_jaar;stm_x_bron_publ_dt;stm_x_bron_bestandsnaam;stm_x_bron_arch_dt;stm_x_actueel_ind;stm_x_run_id;stm_x_bk;stm_x_start_sessie_dt;stm_x_vervallen_ind
192792;70373343;0.0;;25/05/2018 08:30:59;25/05/2018 08:30:59;Ehv : Sp-21/166 Wl-907 vrijbalk kapot en er steekt wapening uit, gevaarlijk als je er langs loopt.;;Ehv : Sp-21/166 Wl-907 vrijbalk kapot en;;24B;618;618.0;11006521.0;WISSEL;618 Wl 907 GW 1:9;50324.0;50361.0;5.0;;MINB PAGE;;;00/00/0000;25/05/2018 08:36:58;25/05/2018 11:00:01;24B;618;618.0;11006521.0;WISSEL;618 Wl 907 GW 1:9;W148;WIOV0002;50324.0;50361.0;25/05/2018 12:30:00;25/05/2018 13:46:49;;;;TECHONV;230.0; vrijbalk kapot;;;;;25/05/2018 09:30:00;1.0;;N;N;;0;B;0,00;;25/05/2018;08:36:56;25/05/2018;08:30:59;;;24.0;618-302-1000052265;B;24.0;618-302-1000052265;B;25/05/2018;08:36:58;25/05/2018;11:00:01;0.0;;;0;1.0;25/05/2018;09:30:00;14/06/2018;;;;N;;;00:00:00;25/05/2018 08:36:56;0.0;;3.0;TAOG CAOG;;;vrijbalk kapot;;;0.0;;;;;;;;;;25/05/2018;20:00:00;907;8;2018;06/08/2018 05:45:05;E:\Informatica\Inbox\Informatica\SAP\Storingen\20180806054505_flf_sapeam_storing.txt;31/12/9999 00:00:00;1;84631;3775424;06/08/2018 05:47:13;0
192794;70373350;0.0;;25/05/2018 08:44:46;25/05/2018 08:44:46;Ht-O : Km 28.7 struik te dicht op het spoor, moet gesnoeid worden voor hij binnen pvr komt;;Ht-O : Km 28.7 struik te dicht op het sp;;21O;47;47.0;11563635.0;PLAATSBEP;Plaatsbepaling 047 Ht-Nm;0.0;0.0;5.0;;MINB PAGE;;;00/00/0000;25/05/2018 08:49:07;25/05/2018 11:30:50;21O;47;47.0;11563635.0;PLAATSBEP;Plaatsbepaling 047 Ht-Nm;O810;OAFG0002;0.0;0.0;25/05/2018 12:31:01;25/05/2018 11:31:50;;;;TECHONV;250.0; Struik;;;;;25/05/2018 09:00:00;1.0;;N;N;;0;B;0,00;;25/05/2018;08:49:05;25/05/2018;08:44:46;;;21.0;047-103-1000120300;O;21.0;047-103-1000120300;O;25/05/2018;08:49:07;25/05/2018;11:30:50;0.0;;;0;1.0;25/05/2018;09:00:00;26/06/2018;;;;N;;;00:00:00;25/05/2018 08:49:05;0.0;;3.0;TAOG CAOG CAON AKOG;;;Struik;;;0.0;;;;;;;;;;27/05/2018;09:00:00;;6;2018;08/06/2018 05:45:05;E:\Informatica\Inbox\Informatica\SAP\Storingen\20180702054503_flf_sapeam_storing.txt;31/12/9999 00:00:00;1;37725;3775425;02/07/2018 05:46:13;0
192797;70373357;0.0;;25/05/2018 09:44:28;25/05/2018 09:44:28;Eemla : S-250 geel gedoofd.;;Eemla : S-250 geel gedoofd.;F1 - Beveiligingsinstallaties;37S;815;815.0;11641920.0;SEIN;SEIN 250 RDA - EEM;26189.0;26189.0;5.0;;MINB PAGE;;6.0;31/05/2018;25/05/2018 09:46:42;25/05/2018 11:00:00;37S;815;815.0;11641920.0;SEIN;SEIN 250 RDA - EEM;S383;SALG0024;4981.0;4981.0;;;;;;ONR-RIB;135.0; Alles getest werkt normaal;ONREGRIB;A;;;25/05/2018 09:44:28;1.0;;N;N;;0;B;0,00;;25/05/2018;09:46:40;25/05/2018;09:44:28;;;37.0;815-603-1000398911;S;37.0;815-603-1000398911;S;25/05/2018;09:46:42;25/05/2018;11:00:00;0.0;;;0;0.0;25/05/2018;09:44:28;28/06/2018;N;1.0;;N;;;00:00:00;25/05/2018 09:46:40;0.0;;2.0;TAOG CAOG CAON AKOG;;;Alles getest werkt normaal;++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++20180530 - 050120 - noreply@prorail.nlStatus gewijzigd van Concept naar Compleet op 25-05-2018 11.46 doorWerkplek 2-067 Rol2(PRO-VKL): Toelichting: Sein 250 Eemia is geelgedoofd Wordt voor 15:00 uur hersteld Status gewijzigd van Compleet naarVrijgegeven op 25-05-2018 11.47 door Joop Stahlie (PRO-VKL):Toelichting: Sein 250 Eemia is geel gedoofd Wordt voor 15:00 uurhersteld Status gewijzigd van Vrijgegeven naar Afgewezen op 29-05-201801.00 door Systeemgebruiker SAP(IM): Toelichting: (AM - CvK) Vlgs opgavegeen veiligheidsincident en geen TVTA(s) aan gekoppeld. Het is daarmee een storingsmelding en geen Monitormelding. A.u.b. verwijderen. Statusgewijzigd van Afgewezen naar Vrijgegeven op 29-05-2018 08.53 doorWildenberg_7(PRO-VKL): Toelichting: Geen vhi/tvta, melding verwijderen.Voorlopige toewijzing aan andere organisatie;N;0.0;;;;;;;;;;25/05/2018;15:00:00;250;8;2018;06/08/2018 05:45:05;E:\Informatica\Inbox\Informatica\SAP\Storingen\20180806054505_flf_sapeam_storing.txt;31/12/9999 00:00:00;1;84631;3775426;06/08/2018 05:47:13;0
192801;70373372;5041157.0;RTD;25/05/2018 10:49:48;25/05/2018 11:27:00;Bdgr : Wl-2427 n.i.c.;25/05/2018 11:27:00;Bdgr : Wl-2427 n.i.c.;F5 - Spoor/wissels;70X;667;667.0;;;;0.0;0.0;2.0;TIS 1.2;MINB PAGE;;7.0;30/05/2018;25/05/2018 10:54:43;25/05/2018 11:15:00;70B;667;667.0;;;;;;0.0;0.0;;;;;;;; ADE SR: 18426 Bdgr : Wl-2427 n.i.c.;;;;;;1.0;N;J;J;Ongewijzigd;0;B;3,20;919, 9228, 9224, 9114, 9114, 9340, 925, 9340, 9232;25/05/2018;10:54:41;25/05/2018;10:49:48;25/05/2018;11:27:00;;667;;70.0;667;B;25/05/2018;10:54:43;25/05/2018;11:15:00;0.0;;;0;0.0;00/00/0000;00:00:00;;J;1.0;;N;;;00:00:00;25/05/2018 10:54:41;0.0;;;IN4;;;ADE SR: 18426 Bdgr : Wl-2427 n.i.c.;++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++20180528 - 050110 - noreply@prorail.nlStatus gewijzigd van Concept naar Compleet op 25-05-2018 13.21 doorTrdl_Rtd_036(PRO-VKL): Toelichting: wissel in beide standen niet meer tegebruiken. reeds beproefd met ITMC Status gewijzigd van Compleet naarVrijgegeven op 25-05-2018 13.41 door Kim Koopman rol 3(PRO-VKL): Toelichting: wissel in beide standen niet meer te gebruiken. reedsbeproefd met ITMC;;0.0;;;;;;BDGR;;HSBDA;HSBDGO;00/00/0000;00:00:00;PB;6;2018;02/07/2018 05:45:03;E:\Informatica\Inbox\Informatica\SAP\Storingen\20180702054503_flf_sapeam_storing.txt;31/12/9999 00:00:00;1;37725;3775428;02/07/2018 05:47:05;0
192804;70373382;0.0;;25/05/2018 11:02:23;25/05/2018 11:02:23;Ahb : Sp-44/55 bij stootjuk waterputje 112 lekt.;;Ahb : Sp-44/55 bij stootjuk waterputje 1;;30O;508;508.0;11572867.0;PLAATSBEP;Plaatsbepaling 508 Ah;0.0;0.0;5.0;;MINB PAGE;;;00/00/0000;25/05/2018 11:06:39;25/05/2018 16:40:01;30O;508;508.0;11572867.0;PLAATSBEP;Plaatsbepaling 508 Ah;9998;ALGEMEEN;0.0;0.0;25/05/2018 17:00:01;25/05/2018 16:40:34;;;;ONR-DERD;147.0; waterput niet juist afgesloten;ONREGDER;T;;;25/05/2018 11:03:00;1.0;;N;N;;0;NB;0,00;;25/05/2018;11:06:37;25/05/2018;11:02:23;;;30.0;508-103-1000005169;O;30.0;508-103-1000005169;O;25/05/2018;11:06:39;25/05/2018;16:40:01;0.0;;;0;1.0;25/05/2018;11:03:00;30/05/2018;;;;N;;;00:00:00;25/05/2018 11:06:37;0.0;;2.0;TAOG CAOG CAON AKOG;;;waterput niet juist afgesloten;;;0.0;;;;;;;;;;31/05/2018;11:00:00;;8;2018;06/08/2018 05:45:05;E:\Informatica\Inbox\Informatica\SAP\Storingen\20180806054505_flf_sapeam_storing.txt;31/12/9999 00:00:00;1;84631;3775429;06/08/2018 05:47:13;0
192807;70373394;0.0;;25/05/2018 11:38:41;25/05/2018 11:38:41;Hlm_12-13 : Wl-903  begroeing belemmert wisselbediening;;Hlm_12-13 : Wl-903  begroeing belemmert;;08B;527;527.0;10265805.0;WISSEL;527 Wl 903 GW 1:9;17111.0;17152.0;5.0;;MINB PAGE;;;00/00/0000;25/05/2018 11:44:31;25/05/2018 12:35:33;08B;527;527.0;10265805.0;WISSEL;527 Wl 903 GW 1:9;W331;WISSEL02;17111.0;17152.0;25/05/2018 12:45:01;25/05/2018 12:35:55;;;;TECHONV;250.0; Pompwissel;;;;;25/05/2018 12:00:00;1.0;;N;N;;0;B;0,00;;25/05/2018;11:44:28;25/05/2018;11:38:41;;;8.0;527-302-1000123778;B;8.0;527-302-1000123778;B;25/05/2018;11:44:31;25/05/2018;12:35:33;0.0;;;0;1.0;25/05/2018;12:00:00;31/05/2018;;;;N;;;00:00:00;25/05/2018 11:44:28;0.0;;4.0;TAOG CAOG CAON HABO;;;Pompwissel;;;0.0;;;;;;;;;;28/05/2018;18:00:00;903;8;2018;06/08/2018 05:45:05;E:\Informatica\Inbox\Informatica\SAP\Storingen\20180806054505_flf_sapeam_storing.txt;31/12/9999 00:00:00;1;84631;3775430;06/08/2018 05:47:13;0
192810;70373397;5041238.0;ASD;25/05/2018 11:58:34;25/05/2018 12:20:00;Llsoa : Wl-2067 n.i.c. RL;25/05/2018 12:20:00;Llsoa : Wl-2067 n.i.c. RL;F5 - Spoor/wissels;11B;135;135.0;11158501.0;WISSEL;135 Wl 2067 GW 1:15;42878.0;42938.0;2.0;TIS 1.2;MINB MAFD;;7.0;31/05/2018;25/05/2018 12:04:57;25/05/2018 13:08:00;11S;135;135.0;11158516.0;WISSELSTEL;135 Steller 2067 [];W411;WSKADR10;42878.0;42878.0;25/05/2018 13:28:01;25/05/2018 13:28:10;;;;TECHONV;228.0; Los getrild;;;;;;1.0;J;J;J;Ongewijzigd;0;B;0,00;14638, 14639, 72426, 2428, 93253, 737, 14637, 1463;25/05/2018;12:04:55;25/05/2018;11:58:34;25/05/2018;12:20:00;11.0;135-302-1000090082;B;11.0;135-302-1000090082;S;25/05/2018;12:04:57;25/05/2018;13:08:00;0.0;;;0;1.0;00/00/0000;00:00:00;12/06/2018;J;1.0;;N;;;00:00:00;25/05/2018 12:04:55;0.0;;4.0;TAOG CAOG CAON AKOG;;;Los getrild;++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++20180528 - 050100 - noreply@prorail.nlStatus gewijzigd van Concept naar Compleet op 25-05-2018 14.11 doorDVL_ASD_15(PRO-VKL): Toelichting: wissel wil niet meer rechtsleidend.Status gewijzigd van Compleet naar Vrijgegeven op 25-05-2018 14.21 doorDVL_ASD_15(PRO-VKL): Toelichting: wissel wil niet meer rechtsleidend.;;0.0;;;;;;LLSOA;;LLSOA;LLSSTB;00/00/0000;00:00:00;2067;8;2018;06/08/2018 05:45:05;E:\Informatica\Inbox\Informatica\SAP\Storingen\20180806054505_flf_sapeam_storing.txt;31/12/9999 00:00:00;1;84631;3775431;06/08/2018 05:47:13;0
192813;70373414;5041367.0;ZL;25/05/2018 13:37:55;25/05/2018 13:38:00;Hde-Htba : Ovw 78.7 vrachtwagen vast gestaan onder boom. (Zl>Wz rechter zijde);25/05/2018 13:38:00;Hde-Htba : Ovw 78.7 vrachtwagen vast ges;F5 - Spoor/wissels;33S;17;17.0;10211089.0;OVERWEG;AHOB 78.7 HDE-HTBA STATIONSWEG;78781.0;78781.0;2.0;;MINB MAFD;;3.0;27/06/2018;25/05/2018 13:43:26;25/05/2018 14:40:00;33S;17;17.0;10211089.0;OVERWEG;AHOB 78.7 HDE-HTBA STATIONSWEG;O171;OVWG0001;78781.0;78781.0;25/05/2018 14:40:00;25/05/2018 14:44:49;;;;TECHONV;218.0; .;;;lesvrachtwagen blokhuls;;;1.0;J;N;N;;0;B;0,00;;25/05/2018;13:43:23;25/05/2018;13:37:55;25/05/2018;13:38:00;33.0;017-204-1000077164;B;33.0;017-204-1000077164;S;25/05/2018;13:43:26;25/05/2018;14:40:00;0.0;;;0;2.0;00/00/0000;00:00:00;10/07/2018;J;1.0;;N;;;00:00:00;25/05/2018 13:43:23;0.0;;2.0;TAOG CAOG CAON AKOG;;;.;++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++20180626 - 230043 - noreply@prorail.nlStatus gewijzigd van Concept naar Compleet op 25-05-2018 14.07 doorWerkplek 10-122 Rol2(PRO-VKL): Toelichting: Les vrachtwagen heeft eenoverwegboom eraf gereden Status gewijzigd van Compleet naar Vrijgegevenop 25-05-2018 14.23 door Hans Grob rol 3(PRO-VKL): Toelichting: Lesvrachtwagen heeft een overwegboom eraf geredenDoor SAP 28 dagen na laatste wijzigings-datum status MON automatisch gefiatteerd;;0.0;;;;;;HTBA;;HTBA;WZ;00/00/0000;00:00:00;78.7;8;2018;06/08/2018 05:45:05;E:\Informatica\Inbox\Informatica\SAP\Storingen\20180806054505_flf_sapeam_storing.txt;31/12/9999 00:00:00;1;84631;3775432;06/08/2018 05:47:13;0
192816;70373425;5041541.0;ZL;25/05/2018 14:44:36;25/05/2018 14:30:00;Zl : Wl-143A t.o.b.s. (rijweg achtergebleven).;25/05/2018 14:30:00;Zl : Wl-143A t.o.b.s. (rijweg achtergebl;F5 - Spoor/wissels;34S;603;603.0;10228648.0;DETPSSSL;PSSSL ZL 143AT;0.0;0.0;2.0;;MINB PAGE;;3.0;27/06/2018;25/05/2018 14:47:37;25/05/2018 15:17:01;34B;603;603.0;11583958.0;ESLAS;ES-las 603 sp 143A 3.270 Re;S392;SESL0011;3270.0;3270.0;25/05/2018 16:00:00;25/05/2018 15:22:38;;;;ONR-DERD;150.0; Las overbrugt door magneet remming;ONREGDER;K;;;;1.0;N;J;J;Ongewijzigd;0;NB;0,00;7949, 89332, 649, 552, 649, 14652, 5652, 3657, 184;25/05/2018;14:47:34;25/05/2018;14:44:36;25/05/2018;14:30:00;34.0;603-601-1000010778;S;34.0;603-301-1000015080;B;25/05/2018;14:47:37;25/05/2018;15:17:01;0.0;;;0;1.0;00/00/0000;00:00:00;16/07/2018;J;1.0;;N;;;00:00:00;25/05/2018 14:47:34;0.0;;2.0;TAOG CAOG;;;Las overbrugt door magneet remming;++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++20180626 - 230043 - noreply@prorail.nlStatus gewijzigd van Concept naar Compleet op 25-05-2018 15.38 doorWerkplek 10-122 Rol2(PRO-VKL): Toelichting: tobs plus rijweg naar 202Status gewijzigd van Compleet naar Vrijgegeven op 25-05-2018 15.51 doorHans Grob rol 3(PRO-VKL): Toelichting: tobs plus rijweg naar 202Door SAP 28 dagen na laatste wijzigings-datum status MON automatisch gefiatteerd;;0.0;;;;;;ZL;;ZL;ZLGE;00/00/0000;00:00:00;603_121V_3.2;8;2018;06/08/2018 05:45:05;E:\Informatica\Inbox\Informatica\SAP\Storingen\20180806054505_flf_sapeam_storing.txt;31/12/9999 00:00:00;1;84631;3775433;06/08/2018 05:47:13;0
192818;70373428;0.0;;25/05/2018 14:53:38;25/05/2018 14:53:38;Vl : S-204 verminderde zichtbaarheid door onkruid.;;Vl : S-204 verminderde zichtbaarheid doo;;27S;517;517.0;10144482.0;SEIN;SEIN 204 VL;150.0;150.0;4.0;;MINB PAGE;;;00/00/0000;25/05/2018 14:55:12;25/05/2018 19:30:00;27S;517;517.0;10144482.0;SEIN;SEIN 204 VL;S345;SALG0022;35.0;35.0;25/05/2018 19:45:00;25/05/2018 19:30:37;;;;ONR-DERD;151.0; Sein 204 goed zichtbaar;ONREGDER;T;;;;1.0;;N;N;;0;NB;0,00;;25/05/2018;14:55:10;25/05/2018;14:53:38;;;27.0;517-603-1000080937;S;27.0;517-603-1000080937;S;25/05/2018;14:55:12;25/05/2018;19:30:00;0.0;;;0;1.0;00/00/0000;00:00:00;01/06/2018;;;;N;;;00:00:00;25/05/2018 14:55:10;0.0;;3.0;TAOG CAOG;;;Sein 204 goed zichtbaar;;N;0.0;;;;;;;;;;00/00/0000;00:00:00;204;6;2018;05/06/2018 05:45:06;E:\Informatica\Inbox\Informatica\SAP\Storingen\20180605054506_flf_sapeam_storing.txt;31/12/9999 00:00:00;1;7343;3775434;05/06/2018 05:49:57;0
192823;70373442;0.0;;25/05/2018 16:00:45;25/05/2018 16:00:45;Hfd : km 21.2 Toegangspoort naar het emplacement Hoofddorp Opstel gaan niet open.;;Hfd : km 21.2 Toegangspoort naar het emp;;08O;133;133.0;11407615.0;TOEGANGPRT;Toegangspoort ASRA-WMD 21.112 Links;21112.0;21112.0;2.0;;MINB PAGE;;;00/00/0000;25/05/2018 16:07:51;25/05/2018 17:10:00;08O;133;133.0;11407617.0;TOEGANGPRT;Toegangspoort ASRA-WMD 21.218 Links;O940;OATP0004;21218.0;21218.0;25/05/2018 17:41:00;25/05/2018 17:41:10;;;;ONR-DERD;147.0; Pasje gebruiker was / is verlopen.;ONREGDER;T;;;;1.0;;N;N;;0;NB;0,00;;25/05/2018;16:07:48;25/05/2018;16:00:45;;;8.0;133-205-1000160389;O;8.0;133-205-1000160393;O;25/05/2018;16:07:51;25/05/2018;17:10:00;0.0;;;0;1.0;00/00/0000;00:00:00;14/06/2018;;;;N;;;00:00:00;25/05/2018 16:07:48;0.0;;4.0;TAOG CAOG CAON HABO;;;Pasje gebruiker was / is verlopen.;;;0.0;;;;;;;;;;00/00/0000;00:00:00;;8;2018;06/08/2018 05:45:05;E:\Informatica\Inbox\Informatica\SAP\Storingen\20180806054505_flf_sapeam_storing.txt;31/12/9999 00:00:00;1;84631;3775436;06/08/2018 05:47:13;0
192825;70373454;0.0;;25/05/2018 17:18:32;25/05/2018 17:18:32;Vz-Amlbp : Km 13.5 dode ree in/naast het spoor.;;Vz-Amlbp : Km 13.5 dode ree in/naast het;;32O;205;205.0;11572436.0;PLAATSBEP;Plaatsbepaling 205 Mrb-Aml;0.0;0.0;5.0;;MINB PAGE;;;00/00/0000;25/05/2018 17:21:09;25/05/2018 19:50:01;32O;205;205.0;11572436.0;PLAATSBEP;Plaatsbepaling 205 Mrb-Aml;O832;OAFD0001;0.0;0.0;25/05/2018 20:15:00;25/05/2018 20:13:20;;;;ONR-DERD;143.0; Kleine dode ree;ONREGDER;T;X;;25/05/2018 17:20:00;1.0;;N;N;;0;NB;0,00;;25/05/2018;17:21:06;25/05/2018;17:18:32;;;32.0;205-103-1000085364;O;32.0;205-103-1000085364;O;25/05/2018;17:21:09;25/05/2018;19:50:01;0.0;;;0;1.0;25/05/2018;17:20:00;19/06/2018;;;;N;;;00:00:00;25/05/2018 17:21:06;0.0;;2.0;TAOG CAOG CAON AKOG;;;Kleine dode ree;;;0.0;;;;;;;;;;25/05/2018;23:00:00;;6;2018;02/07/2018 05:45:03;E:\Informatica\Inbox\Informatica\SAP\Storingen\20180702054503_flf_sapeam_storing.txt;31/12/9999 00:00:00;1;37725;3775437;02/07/2018 05:47:05;0
192829;70373466;5041808.0;MT;25/05/2018 18:22:26;25/05/2018 17:53:00;Hln : Sp-EG t.o.b.s. km 83.1(S-639) - 83.8. Vanaf Km 83.8 gunstiger seinbeeld.;25/05/2018 17:53:00;Hln : Sp-EG t.o.b.s. km 83.1(S-639) - 83;F5 - Spoor/wissels;25S;59;59.0;10143468.0;SEIN;SEIN 639 HLN-RM;83110.0;83110.0;2.0;;MINB PAGE;;3.0;27/06/2018;25/05/2018 18:27:19;25/05/2018 18:44:23;25S;59;59.0;10143468.0;SEIN;SEIN 639 HLN-RM;S346;SALG0022;83110.0;83110.0;25/05/2018 18:44:01;25/05/2018 18:44:34;;;;TECHONV;298.0; Geen oorzaak gevonden;;;;;;5.0;N;J;J;Ongewijzigd;0;B;0,00;3959, 2966, 3959, 32465, 861, 863;25/05/2018;18:27:17;25/05/2018;18:22:26;25/05/2018;17:53:00;25.0;059-603-1000042637;S;25.0;059-603-1000042637;S;25/05/2018;18:27:19;25/05/2018;18:44:23;0.0;;;0;1.0;00/00/0000;00:00:00;;J;1.0;;N;;;00:00:00;25/05/2018 18:27:17;0.0;;3.0;TAON;;;Geen oorzaak gevonden;++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++20180626 - 230044 - noreply@prorail.nlStatus gewijzigd van Concept naar Compleet op 25-05-2018 18.37 doorTrdl_Mt_46(PRO-VKL): Toelichting: TOBS achter trein 859 Na twee treinenspoorbezetting eruit en storingsherstel naar nacht verplaatst onder RVO80912829 Status gewijzigd van Compleet naar Concept op 25-05-2018 18.41door Trdl_Mt_46(PRO-VKL): Toelichting: TOBS achter trein 859 Na tweetreinen spoorbezetting eruit en storingsherstel naar nacht verplaatst onder RVO 80912829 Status gewijzigd van Concept naar Compleet op25-05-2018 21.50 door Trdl_Mt_46(PRO-VKL): Toelichting: TOBS achter trein 859 Na twee treinen spoorbezetting eruit en storingsherstel naarnacht verplaatst onder RVO 80912829 Volgende trein lampje er weer in enhoge prio conform RVO 70373466. Oorzaak zwevend spoorrelais. Statusgewijzigd van Compleet naar Vrijgegeven op 25-05-2018 21.54 doorDvl_Mt_34(PRO-VKL): Toelichting: TOBS achter trein 859 Na twee treinenspoorbezetting eruit en storingsherstel naar nacht verplaatst onder RVO80912829 Volgende trein lampje er weer in en hoge prio conform RVO70373466. Oorzaak zwevend spoorrelais.Door SAP 28 dagen na laatste wijzigings-datum status MON automatisch gefiatteerd;;0.0;;;;80912829.0;;HLN;;HLN;RM;00/00/0000;00:00:00;639;6;2018;02/07/2018 05:45:03;E:\Informatica\Inbox\Informatica\SAP\Storingen\20180702054503_flf_sapeam_storing.txt;31/12/9999 00:00:00;1;37725;3775439;02/07/2018 05:47:05;0
192835;70373485;5041930.0;ZL;25/05/2018 19:33:35;25/05/2018 19:35:00;Zl : Wl-81BT t.o.b.s. (rijweg achtergebleven).;25/05/2018 19:35:00;Zl : Wl-81BT t.o.b.s. (rijweg achtergebl;F5 - Spoor/wissels;34S;603;603.0;10228605.0;DETPSSSL;PSSSL ZL 81BT;0.0;0.0;2.0;TIS 1.2;MINB PAGE;;3.0;27/06/2018;25/05/2018 19:36:54;25/05/2018 20:01:00;34S;603;603.0;10228605.0;DETPSSSL;PSSSL ZL 81BT;D284;DPSSSL16;0.0;0.0;25/05/2018 21:15:01;25/05/2018 20:16:54;;;;ONR-DERD;146.0; Es las kortgesloten door magneten;ONREGDER;T;;;;1.0;N;J;J;Ongewijzigd;0;NB;0,00;61300, 89323, 14665, 568, 5670, 770;25/05/2018;19:36:51;25/05/2018;19:33:35;25/05/2018;19:35:00;34.0;603-601-1000010778;S;34.0;603-601-1000010778;S;25/05/2018;19:36:54;25/05/2018;20:01:00;0.0;;;0;1.0;00/00/0000;00:00:00;11/07/2018;J;1.0;;N;;;00:00:00;25/05/2018 19:36:51;0.0;;2.0;TAOG CAOG;;;Es las kortgesloten door magneten;++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++20180626 - 230044 - noreply@prorail.nlStatus gewijzigd van Concept naar Compleet op 25-05-2018 20.58 doorWerkplek 10-122 Rol2(PRO-VKL): Toelichting: tobs81 83b Status gewijzigdvan Compleet naar Vrijgegeven op 25-05-2018 21.23 doorDVL_ZL_025(PRO-VKL): Toelichting: tobs81 83bDoor SAP 28 dagen na laatste wijzigings-datum status MON automatisch gefiatteerd;;0.0;;;;;;ZL;;ZL;ZLPTT;00/00/0000;00:00:00;NIET VAN TOEPASSING;8;2018;06/08/2018 05:45:05;E:\Informatica\Inbox\Informatica\SAP\Storingen\20180806054505_flf_sapeam_storing.txt;31/12/9999 00:00:00;1;84631;3775441;06/08/2018 05:47:13;0
